"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5556569";"";"None";"491.57";"0";"4.45";"Cpd I-7";"COCCCNC(=O)c1ccc(Cn2c(SCc3ccc([N+](=O)[O-])cc3)nc3ccncc32)cc1";"Inhibition";"'='";"93.67";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"93.67"
"CHEMBL5556105";"";"None";"465.55";"0";"4.07";"Cpd I-15";"COCCCNC(=O)c1ccc(Cn2c(SCc3ccc(F)nc3)nc3ccncc32)cc1";"Inhibition";"'='";"92.94";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"92.94"
"CHEMBL5556582";"";"None";"424.57";"0";"4.30";"Cpd I-23";"COCCCNC(=O)c1ccc(Cn2c(SCC=C(C)C)nc3ccncc32)cc1";"Inhibition";"'='";"94.38";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"94.38"
"CHEMBL5559022";"";"None";"438.60";"0";"4.53";"Cpd II-1";"COCCNC(=O)c1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1";"Inhibition";"'='";"30.39";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"";"";"30.39"
"CHEMBL5512484";"";"None";"436.63";"1";"5.68";"Cpd II-3";"CCCCNC(=O)c1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1";"Inhibition";"'='";"59.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"59.2"
"CHEMBL4745189";"";"None";"370.47";"0";"2.58";"9";"O=C(CNS(=O)(=O)c1ccccc1)Nc1c2c(cc3c1CCC3)CCC2";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"";"";"20.0"
"CHEMBL4797478";"";"None";"336.82";"0";"3.00";"21";"CCOC(=O)CNC(=O)Nc1c2c(c(Cl)c3c1CCC3)CCC2";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"";"";"20.0"
"CHEMBL4752523";"";"None";"389.50";"0";"3.24";"7";"O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"19.56";"0.40";"4.38";"8.64";"0";"CHEMBL4671764";"Inhibition of NLRP3 inflammasome activation in human THP1 cells assessed as inhibition of IL-1beta release in presence of MSU";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"INHIBITOR";"";"24.0"
"CHEMBL4744515";"";"None";"383.47";"0";"3.18";"6";"O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccccn1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"15.65";"0.30";"2.82";"6.81";"0";"CHEMBL4671767";"Inhibition of NLRP3 in human THP1 cells assessed as inhibition of IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"INHIBITOR";"";"1000.0"
"CHEMBL4755384";"";"None";"393.45";"0";"2.14";"20";"O=C(Nc1c2c(cc3c1OCC3)OCC2)NS(=O)(=O)/C=C/c1nccs1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4671767";"Inhibition of NLRP3 in human THP1 cells assessed as inhibition of IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"";"";"1000.0"
"CHEMBL4633580";"";"None";"398.48";"0";"2.42";"12";"Cc1ccc(S(=O)(=O)NC(=O)C(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"";"";"";"1.0"
"CHEMBL4640804";"";"None";"369.49";"0";"3.02";"10";"Cc1ccc(S(=O)(=O)NC(=O)Cc2c3c(cc4c2CCC4)CCC3)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"";"";"";"1.0"
"CHEMBL4640151";"";"None";"356.45";"0";"3.17";"2";"O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccccc1";"IC50";"'='";"35.0";"nM";"7.46";"";"";"UO_0000065";"20.92";"0.41";"4.29";"9.91";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"";"";"";"35.0"
"CHEMBL4647621";"";"None";"380.47";"0";"3.71";"16";"N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccccc1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"20.18";"0.39";"3.97";"8.14";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"";"";"";"21.0"
"CHEMBL4649429";"";"None";"399.52";"0";"4.10";"19";"CON=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"";"";"";"1.0"
"CHEMBL4644503";"";"None";"441.55";"0";"4.69";"23";"CCOC(=O)N=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"";"";"";"1.0"
"CHEMBL4646271";"";"None";"381.46";"0";"3.10";"32";"N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccncc1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"18.24";"0.35";"3.86";"6.49";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"";"";"";"110.0"
"CHEMBL4649881";"";"None";"374.41";"1";"5.09";"5";"O=C(Nc1c2c(cc3c1CCC3)CCC2)NC(c1ccccc1)C(F)(F)F";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4605573";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level at 1 uM preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"";"";"";"50.0"
"CHEMBL5557134";"";"None";"468.53";"0";"2.32";"F142-0306";"CCCNC(=O)CCCCn1c(=O)c2ccccc2n(CC(=O)NCc2ccc(F)cc2)c1=O";"Inhibition";"'='";"56.01";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"56.01"
"CHEMBL5559499";"";"None";"632.78";"1";"4.70";"8012-7677";"CCOc1ccc(CCNC(=O)Cn2nc(-c3ccc(C)c(S(=O)(=O)N4CCCCC4)c3)c3ccccc3c2=O)cc1OCC";"Inhibition";"'='";"90.47";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"90.47"
"CHEMBL5532301";"";"None";"460.60";"0";"4.85";"Cpd I-9";"COCCCNC(=O)c1ccc(Cn2c(SCc3ccc(C)cc3)nc3ccncc32)cc1";"Inhibition";"'='";"92.66";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"92.66"
"CHEMBL5407505";"";"None";"303.36";"0";"2.78";"4";"CCOC(=O)COC(=O)Nc1c2c(cc3c1CCC3)CCC2";"IC50";"'='";"440.0";"nM";"6.36";"";"";"UO_0000065";"20.95";"0.39";"3.58";"9.84";"0";"CHEMBL5374758";"Inhibition of NLRP3 inflammasome activation in LPS-activated human PBMC cells assessed as inhibition of ATP/nigericin induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370650";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 1.5 hr";"INHIBITOR";"";"0.44"
"CHEMBL5420080";"";"None";"251.28";"0";"2.42";"13";"CCOC(=O)COC(=O)Nc1c(C)cccc1C";"IC50";"'='";"930.0";"nM";"6.03";"";"";"UO_0000065";"24.00";"0.46";"3.61";"9.33";"0";"CHEMBL5374758";"Inhibition of NLRP3 inflammasome activation in LPS-activated human PBMC cells assessed as inhibition of ATP/nigericin induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370650";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 1.5 hr";"INHIBITOR";"";"0.93"
"CHEMBL5427193";"";"None";"279.34";"0";"3.23";"16";"CCOC(=O)COC(=O)Nc1c(C)cccc1C(C)C";"IC50";"'='";"440.0";"nM";"6.36";"";"";"UO_0000065";"22.76";"0.43";"3.13";"9.84";"0";"CHEMBL5374758";"Inhibition of NLRP3 inflammasome activation in LPS-activated human PBMC cells assessed as inhibition of ATP/nigericin induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370650";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 1.5 hr";"INHIBITOR";"";"0.44"
"CHEMBL5433230";"";"None";"293.36";"0";"3.40";"17";"CCOC(=O)COC(=O)Nc1c(C)cccc1C(C)(C)C";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"18.73";"0.36";"2.09";"8.50";"0";"CHEMBL5374758";"Inhibition of NLRP3 inflammasome activation in LPS-activated human PBMC cells assessed as inhibition of ATP/nigericin induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370650";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 1.5 hr";"INHIBITOR";"";"3.2"
"CHEMBL5402869";"";"None";"279.34";"0";"2.92";"18";"CCOC(=O)COC(=O)Nc1c(CC)cccc1CC";"IC50";"'='";"810.0";"nM";"6.09";"";"";"UO_0000065";"21.81";"0.42";"3.17";"9.43";"0";"CHEMBL5374758";"Inhibition of NLRP3 inflammasome activation in LPS-activated human PBMC cells assessed as inhibition of ATP/nigericin induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370650";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 1.5 hr";"INHIBITOR";"";"0.81"
"CHEMBL4795130";"";"None";"302.37";"0";"2.35";"1";"CCOC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2";"IC50";"'='";"29000.0";"nM";"4.54";"";"";"UO_0000065";"15.01";"0.28";"2.19";"6.73";"0";"CHEMBL5374759";"Inhibition of NLRP3 inflammasome activation in human whole blood assessed as inhibition of LPS/ATP induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 60 mins by ELISA";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Blood";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370650";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 1.5 hr";"INHIBITOR";"";"29.0"
"CHEMBL5433230";"";"None";"293.36";"0";"3.40";"17";"CCOC(=O)COC(=O)Nc1c(C)cccc1C(C)(C)C";"IC50";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"16.09";"0.31";"1.32";"7.31";"0";"CHEMBL5374759";"Inhibition of NLRP3 inflammasome activation in human whole blood assessed as inhibition of LPS/ATP induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 60 mins by ELISA";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Blood";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370650";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 1.5 hr";"INHIBITOR";"";"19.0"
"CHEMBL5402869";"";"None";"279.34";"0";"2.92";"18";"CCOC(=O)COC(=O)Nc1c(CC)cccc1CC";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"17.49";"0.33";"1.97";"7.56";"0";"CHEMBL5374759";"Inhibition of NLRP3 inflammasome activation in human whole blood assessed as inhibition of LPS/ATP induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 60 mins by ELISA";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Blood";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370650";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 1.5 hr";"INHIBITOR";"";"13.0"
"CHEMBL5406685";"";"None";"259.21";"0";"2.08";"21";"CCOC(=O)COC(=O)Nc1c(F)cccc1F";"IC50";"'='";"9400.0";"nM";"5.03";"";"";"UO_0000065";"19.39";"0.38";"2.95";"7.78";"0";"CHEMBL5374759";"Inhibition of NLRP3 inflammasome activation in human whole blood assessed as inhibition of LPS/ATP induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 60 mins by ELISA";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Blood";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370650";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 1.5 hr";"INHIBITOR";"";"9.4"
"CHEMBL5440114";"";"None";"343.38";"0";"2.82";"25";"CCOC(=O)C(Cc1ncccn1)OC(=O)Nc1c(C)cccc1C";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"17.05";"0.32";"3.03";"6.47";"0";"CHEMBL5374759";"Inhibition of NLRP3 inflammasome activation in human whole blood assessed as inhibition of LPS/ATP induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 60 mins by ELISA";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Blood";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370650";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 1.5 hr";"INHIBITOR";"";"1.4"
"CHEMBL5426277";"";"None";"339.83";"0";"4.54";"6-6";"Clc1ccc(-c2nnc(NCC3CCCO3)c3ccccc23)cc1";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"19.33";"0.37";"2.03";"13.96";"0";"CHEMBL5392142";"Inhibition of NLRP3 in human PBMC cells assessed as reduction in IL-1beta production preincubated for 30 mins followed by ATP/LPS addition measured after 1 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5390258";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 1.5 hr";"INHIBITOR";"";"0.27"
